batter_id,batter_name,bowling_type,balls,runs,dismissals,fours,sixes,dot_balls,strike_rate,average,dot_pct,boundary_pct
872b03f7,A Badoni,Fast-Medium,128,149.0,6.0,10.0,6.0,48.0,116.41,24.83,37.5,12.5
872b03f7,A Badoni,LA Orthodox,33,47.0,1.0,5.0,1.0,8.0,142.42,47.0,24.24,18.18
872b03f7,A Badoni,Left-arm pace,45,68.0,4.0,9.0,1.0,14.0,151.11,17.0,31.11,22.22
872b03f7,A Badoni,Off-Spin/Leg-Spin,2,6.0,1.0,0.0,1.0,1.0,300.0,6.0,50.0,50.0
872b03f7,A Badoni,Right-arm leg-spin,46,54.0,2.0,2.0,2.0,11.0,117.39,27.0,23.91,8.7
872b03f7,A Badoni,Right-arm off-spin,53,56.0,4.0,3.0,2.0,18.0,105.66,14.0,33.96,9.43
872b03f7,A Badoni,Right-arm pace,134,248.0,3.0,22.0,12.0,31.0,185.07,82.67,23.13,25.37
872b03f7,A Badoni,Wrist-spin,24,25.0,1.0,0.0,0.0,5.0,104.17,25.0,20.83,0.0
fcc21ace,A Kamboj,Fast-Medium,6,5.0,1.0,0.0,0.0,2.0,83.33,5.0,33.33,0.0
fcc21ace,A Kamboj,Right-arm leg-spin,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0
fcc21ace,A Kamboj,Right-arm pace,3,2.0,0.0,0.0,0.0,2.0,66.67,,66.67,0.0
0890552f,A Manohar,Fast-Medium,31,42.0,2.0,1.0,4.0,13.0,135.48,21.0,41.94,16.13
0890552f,A Manohar,LA Orthodox,26,19.0,0.0,0.0,1.0,12.0,73.08,,46.15,3.85
0890552f,A Manohar,Right-arm leg-spin,7,4.0,1.0,0.0,0.0,3.0,57.14,4.0,42.86,0.0
0890552f,A Manohar,Right-arm off-spin,5,5.0,1.0,1.0,0.0,3.0,100.0,5.0,60.0,20.0
0890552f,A Manohar,Right-arm pace,38,48.0,4.0,1.0,4.0,15.0,126.32,12.0,39.47,13.16
0890552f,A Manohar,Wrist-spin,19,13.0,1.0,0.0,0.0,7.0,68.42,13.0,36.84,0.0
b2b4f545,A Mhatre,Fast-Medium,46,59.0,5.0,9.0,1.0,20.0,128.26,11.8,43.48,21.74
b2b4f545,A Mhatre,LA Orthodox,14,17.0,0.0,1.0,1.0,5.0,121.43,,35.71,14.29
b2b4f545,A Mhatre,Left-arm pace,22,62.0,0.0,5.0,5.0,3.0,281.82,,13.64,45.45
b2b4f545,A Mhatre,Right-arm leg-spin,8,12.0,0.0,1.0,0.0,1.0,150.0,,12.5,12.5
b2b4f545,A Mhatre,Right-arm pace,37,90.0,2.0,15.0,4.0,12.0,243.24,45.0,32.43,51.35
6b19d823,A Mishra,Fast-Medium,4,6.0,0.0,1.0,0.0,1.0,150.0,,25.0,25.0
6b19d823,A Mishra,Right-arm leg-spin,5,0.0,0.0,0.0,0.0,5.0,0.0,,100.0,0.0
6b19d823,A Mishra,Right-arm pace,20,12.0,1.0,1.0,0.0,11.0,60.0,12.0,55.0,5.0
acdc62f5,A Nortje,Fast-Medium,7,13.0,0.0,2.0,0.0,1.0,185.71,,14.29,28.57
acdc62f5,A Nortje,Left-arm pace,4,2.0,1.0,0.0,0.0,2.0,50.0,2.0,50.0,0.0
acdc62f5,A Nortje,Right-arm leg-spin,3,1.0,0.0,0.0,0.0,2.0,33.33,,66.67,0.0
acdc62f5,A Nortje,Right-arm off-spin,2,1.0,0.0,0.0,0.0,1.0,50.0,,50.0,0.0
acdc62f5,A Nortje,Right-arm pace,7,8.0,1.0,1.0,0.0,1.0,114.29,8.0,14.29,14.29
d7017798,A Raghuvanshi,Fast-Medium,75,110.0,5.0,12.0,5.0,27.0,146.67,22.0,36.0,22.67
d7017798,A Raghuvanshi,LA Orthodox,33,34.0,1.0,2.0,0.0,5.0,103.03,34.0,15.15,6.06
d7017798,A Raghuvanshi,Left-arm pace,11,15.0,2.0,1.0,1.0,6.0,136.36,7.5,54.55,18.18
d7017798,A Raghuvanshi,Off-Spin/Left-Arm Orthodox,3,1.0,1.0,0.0,0.0,2.0,33.33,1.0,66.67,0.0
d7017798,A Raghuvanshi,Off-Spin/Leg-Spin,5,4.0,0.0,0.0,0.0,1.0,80.0,,20.0,0.0
d7017798,A Raghuvanshi,Right-arm leg-spin,67,112.0,1.0,13.0,3.0,13.0,167.16,112.0,19.4,23.88
d7017798,A Raghuvanshi,Right-arm off-spin,14,21.0,0.0,2.0,0.0,0.0,150.0,,0.0,14.29
d7017798,A Raghuvanshi,Right-arm pace,49,67.0,4.0,10.0,0.0,13.0,136.73,16.75,26.53,20.41
d7017798,A Raghuvanshi,Wrist-spin,17,22.0,1.0,1.0,1.0,5.0,129.41,22.0,29.41,11.76
14f96089,A Zampa,Fast-Medium,1,1.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0
14f96089,A Zampa,Right-arm leg-spin,3,2.0,0.0,0.0,0.0,1.0,66.67,,33.33,0.0
14f96089,A Zampa,Right-arm pace,2,1.0,2.0,0.0,0.0,1.0,50.0,0.5,50.0,0.0
14f96089,A Zampa,Wrist-spin,2,1.0,0.0,0.0,0.0,1.0,50.0,,50.0,0.0
2d140b79,AA Kulkarni,Fast-Medium,3,5.0,0.0,1.0,0.0,1.0,166.67,,33.33,33.33
2d140b79,AA Kulkarni,Left-arm pace,4,4.0,1.0,1.0,0.0,3.0,100.0,4.0,75.0,25.0
bbd41817,AD Russell,Fast-Medium,58,84.0,7.0,7.0,5.0,24.0,144.83,12.0,41.38,20.69
bbd41817,AD Russell,LA Orthodox,31,39.0,1.0,3.0,3.0,16.0,125.81,39.0,51.61,19.35
bbd41817,AD Russell,Left-arm pace,37,81.0,2.0,7.0,6.0,7.0,218.92,40.5,18.92,35.14
bbd41817,AD Russell,Right-arm leg-spin,67,90.0,6.0,3.0,10.0,37.0,134.33,15.0,55.22,19.4
bbd41817,AD Russell,Right-arm off-spin,9,17.0,0.0,1.0,2.0,5.0,188.89,,55.56,33.33
bbd41817,AD Russell,Right-arm pace,89,170.0,6.0,16.0,12.0,28.0,191.01,28.33,31.46,31.46
bbd41817,AD Russell,Wrist-spin,14,18.0,1.0,2.0,1.0,7.0,128.57,18.0,50.0,21.43
4d7f517e,AJ Hosein,Right-arm pace,10,16.0,0.0,1.0,1.0,3.0,160.0,,30.0,20.0
ff1e12a0,AJ Turner,Right-arm off-spin,7,15.0,1.0,0.0,2.0,2.0,214.29,15.0,28.57,28.57
ff1e12a0,AJ Turner,Right-arm pace,3,1.0,0.0,0.0,0.0,2.0,33.33,,66.67,0.0
6a26221c,AK Markram,Fast-Medium,155,217.0,10.0,26.0,7.0,61.0,140.0,21.7,39.35,21.29
6a26221c,AK Markram,LA Orthodox,79,98.0,5.0,6.0,3.0,20.0,124.05,19.6,25.32,11.39
6a26221c,AK Markram,Left-arm orthodox,3,1.0,1.0,0.0,0.0,2.0,33.33,1.0,66.67,0.0
6a26221c,AK Markram,Left-arm pace,47,60.0,0.0,4.0,3.0,18.0,127.66,,38.3,14.89
6a26221c,AK Markram,Right-arm leg-spin,47,84.0,3.0,4.0,7.0,10.0,178.72,28.0,21.28,23.4
6a26221c,AK Markram,Right-arm off-spin,59,68.0,2.0,5.0,1.0,15.0,115.25,34.0,25.42,10.17
6a26221c,AK Markram,Right-arm pace,125,169.0,7.0,16.0,5.0,39.0,135.2,24.14,31.2,16.8
6a26221c,AK Markram,Wrist-spin,33,33.0,1.0,0.0,2.0,12.0,100.0,33.0,36.36,6.06
29e95537,AM Rahane,Fast-Medium,138,213.0,2.0,23.0,12.0,56.0,154.35,106.5,40.58,25.36
29e95537,AM Rahane,LA Orthodox,60,65.0,6.0,5.0,1.0,18.0,108.33,10.83,30.0,10.0
29e95537,AM Rahane,Left-arm pace,55,113.0,3.0,14.0,5.0,14.0,205.45,37.67,25.45,34.55
29e95537,AM Rahane,Right-arm leg-spin,89,108.0,5.0,10.0,1.0,22.0,121.35,21.6,24.72,12.36
29e95537,AM Rahane,Right-arm off-spin,40,58.0,3.0,2.0,3.0,6.0,145.0,19.33,15.0,12.5
29e95537,AM Rahane,Right-arm pace,86,132.0,5.0,15.0,5.0,29.0,153.49,26.4,33.72,23.26
29e95537,AM Rahane,Wrist-spin,17,15.0,0.0,0.0,0.0,2.0,88.24,,11.76,0.0
2e171977,AR Patel,Fast-Medium,107,122.0,4.0,16.0,3.0,50.0,114.02,30.5,46.73,17.76
2e171977,AR Patel,LA Orthodox,30,60.0,0.0,3.0,5.0,6.0,200.0,,20.0,26.67
2e171977,AR Patel,Left-arm pace,23,23.0,2.0,2.0,0.0,8.0,100.0,11.5,34.78,8.7
2e171977,AR Patel,Right-arm leg-spin,105,175.0,4.0,16.0,9.0,30.0,166.67,43.75,28.57,23.81
2e171977,AR Patel,Right-arm off-spin,72,87.0,3.0,3.0,7.0,29.0,120.83,29.0,40.28,13.89
2e171977,AR Patel,Right-arm pace,108,148.0,9.0,13.0,5.0,27.0,137.04,16.44,25.0,16.67
2e171977,AR Patel,Wrist-spin,22,36.0,2.0,3.0,2.0,6.0,163.64,18.0,27.27,22.73
e4cdf230,AS Roy,Fast-Medium,5,4.0,1.0,1.0,0.0,4.0,80.0,4.0,80.0,20.0
e4cdf230,AS Roy,Left-arm pace,5,4.0,1.0,0.0,0.0,2.0,80.0,4.0,40.0,0.0
e4cdf230,AS Roy,Right-arm leg-spin,4,4.0,0.0,0.0,0.0,1.0,100.0,,25.0,0.0
e4cdf230,AS Roy,Right-arm pace,7,14.0,0.0,2.0,0.0,0.0,200.0,,0.0,28.57
e4cdf230,AS Roy,Wrist-spin,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0
70d205c9,AT Rayudu,Fast-Medium,8,10.0,1.0,1.0,0.0,1.0,125.0,10.0,12.5,12.5
70d205c9,AT Rayudu,Left-arm pace,3,11.0,0.0,1.0,1.0,0.0,366.67,,0.0,66.67
70d205c9,AT Rayudu,Right-arm leg-spin,20,20.0,3.0,1.0,1.0,9.0,100.0,6.67,45.0,10.0
70d205c9,AT Rayudu,Right-arm off-spin,8,9.0,2.0,0.0,1.0,4.0,112.5,4.5,50.0,12.5
70d205c9,AT Rayudu,Right-arm pace,13,21.0,1.0,1.0,1.0,2.0,161.54,21.0,15.38,15.38
70d205c9,AT Rayudu,Wrist-spin,3,3.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0
249d60c9,AU Rashid,Right-arm leg-spin,5,5.0,1.0,0.0,0.0,2.0,100.0,5.0,40.0,0.0
cc777ffa,Abdul Basith,Right-arm pace,1,1.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0
8e514b4c,Abdul Samad,Fast-Medium,68,112.0,7.0,10.0,7.0,21.0,164.71,16.0,30.88,25.0
8e514b4c,Abdul Samad,LA Orthodox,28,22.0,0.0,0.0,1.0,11.0,78.57,,39.29,3.57
8e514b4c,Abdul Samad,Left-arm pace,16,21.0,2.0,1.0,2.0,8.0,131.25,10.5,50.0,18.75
8e514b4c,Abdul Samad,Right-arm leg-spin,23,33.0,0.0,1.0,3.0,8.0,143.48,,34.78,17.39
8e514b4c,Abdul Samad,Right-arm off-spin,23,23.0,2.0,0.0,2.0,11.0,100.0,11.5,47.83,8.7
8e514b4c,Abdul Samad,Right-arm pace,96,177.0,9.0,10.0,14.0,24.0,184.38,19.67,25.0,25.0
8e514b4c,Abdul Samad,Wrist-spin,7,12.0,0.0,0.0,1.0,0.0,171.43,,0.0,14.29
f29185a1,Abhishek Sharma,Fast-Medium,204,360.0,13.0,47.0,19.0,84.0,176.47,27.69,41.18,32.35
f29185a1,Abhishek Sharma,LA Orthodox,16,25.0,2.0,1.0,2.0,5.0,156.25,12.5,31.25,18.75
f29185a1,Abhishek Sharma,Left-arm pace,47,81.0,4.0,8.0,6.0,23.0,172.34,20.25,48.94,29.79
f29185a1,Abhishek Sharma,Right-arm leg-spin,49,123.0,1.0,5.0,13.0,9.0,251.02,123.0,18.37,36.73
f29185a1,Abhishek Sharma,Right-arm off-spin,44,96.0,1.0,5.0,9.0,10.0,218.18,96.0,22.73,31.82
f29185a1,Abhishek Sharma,Right-arm pace,112,184.0,6.0,25.0,6.0,38.0,164.29,30.67,33.93,27.68
f29185a1,Abhishek Sharma,Wrist-spin,19,43.0,2.0,2.0,5.0,7.0,226.32,21.5,36.84,36.84
ad3b6e95,Abishek Porel,Fast-Medium,77,126.0,4.0,12.0,7.0,26.0,163.64,31.5,33.77,24.68
ad3b6e95,Abishek Porel,LA Orthodox,20,31.0,3.0,4.0,1.0,6.0,155.0,10.33,30.0,25.0
ad3b6e95,Abishek Porel,Left-arm orthodox,7,21.0,0.0,3.0,1.0,0.0,300.0,,0.0,57.14
ad3b6e95,Abishek Porel,Left-arm pace,41,70.0,2.0,9.0,3.0,15.0,170.73,35.0,36.59,29.27
ad3b6e95,Abishek Porel,Right-arm leg-spin,62,76.0,5.0,4.0,3.0,18.0,122.58,15.2,29.03,11.29
ad3b6e95,Abishek Porel,Right-arm off-spin,22,23.0,2.0,2.0,0.0,7.0,104.55,11.5,31.82,9.09
ad3b6e95,Abishek Porel,Right-arm pace,117,176.0,8.0,19.0,6.0,39.0,150.43,22.0,33.33,21.37
0a67aec0,Akash Deep,Fast-Medium,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0
0a67aec0,Akash Deep,Right-arm leg-spin,4,12.0,0.0,1.0,1.0,0.0,300.0,,0.0,50.0
0a67aec0,Akash Deep,Right-arm off-spin,4,5.0,1.0,1.0,0.0,2.0,125.0,5.0,50.0,25.0
0a67aec0,Akash Deep,Right-arm pace,2,7.0,0.0,0.0,1.0,0.0,350.0,,0.0,50.0
4bd09374,Akash Madhwal,Fast-Medium,4,3.0,0.0,0.0,0.0,1.0,75.0,,25.0,0.0
4bd09374,Akash Madhwal,Left-arm pace,2,1.0,0.0,0.0,0.0,1.0,50.0,,50.0,0.0
4bd09374,Akash Madhwal,Right-arm pace,8,4.0,0.0,0.0,0.0,4.0,50.0,,50.0,0.0
378daa89,Aman Hakim Khan,Fast-Medium,8,10.0,3.0,0.0,1.0,4.0,125.0,3.33,50.0,12.5
378daa89,Aman Hakim Khan,LA Orthodox,4,1.0,0.0,0.0,0.0,3.0,25.0,,75.0,0.0
378daa89,Aman Hakim Khan,Left-arm pace,1,1.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0
378daa89,Aman Hakim Khan,Right-arm leg-spin,27,22.0,2.0,1.0,2.0,17.0,81.48,11.0,62.96,11.11
378daa89,Aman Hakim Khan,Right-arm off-spin,3,4.0,2.0,1.0,0.0,2.0,133.33,2.0,66.67,33.33
378daa89,Aman Hakim Khan,Right-arm pace,17,19.0,1.0,2.0,0.0,5.0,111.76,19.0,29.41,11.76
378daa89,Aman Hakim Khan,Wrist-spin,14,9.0,0.0,0.0,0.0,7.0,64.29,,50.0,0.0
a3b0600d,Aniket Verma,Fast-Medium,29,35.0,3.0,2.0,2.0,11.0,120.69,11.67,37.93,13.79
a3b0600d,Aniket Verma,LA Orthodox,32,54.0,1.0,1.0,6.0,11.0,168.75,54.0,34.38,21.88
a3b0600d,Aniket Verma,Left-arm pace,7,12.0,0.0,1.0,1.0,2.0,171.43,,28.57,28.57
a3b0600d,Aniket Verma,Right-arm leg-spin,18,63.0,1.0,2.0,8.0,2.0,350.0,63.0,11.11,55.56
a3b0600d,Aniket Verma,Right-arm off-spin,6,6.0,1.0,1.0,0.0,3.0,100.0,6.0,50.0,16.67
a3b0600d,Aniket Verma,Right-arm pace,27,39.0,1.0,3.0,2.0,10.0,144.44,39.0,37.04,18.52
a3b0600d,Aniket Verma,Wrist-spin,12,11.0,2.0,0.0,1.0,6.0,91.67,5.5,50.0,8.33
1399b39c,Anmolpreet Singh,Fast-Medium,26,39.0,1.0,8.0,0.0,11.0,150.0,39.0,42.31,30.77
1399b39c,Anmolpreet Singh,LA Orthodox,8,11.0,1.0,2.0,0.0,3.0,137.5,11.0,37.5,25.0
1399b39c,Anmolpreet Singh,Left-arm pace,8,10.0,0.0,0.0,1.0,4.0,125.0,,50.0,12.5
1399b39c,Anmolpreet Singh,Right-arm leg-spin,8,9.0,1.0,1.0,0.0,3.0,112.5,9.0,37.5,12.5
1399b39c,Anmolpreet Singh,Right-arm pace,14,14.0,2.0,2.0,0.0,7.0,100.0,7.0,50.0,14.29
c8f5f961,Anuj Rawat,Fast-Medium,19,25.0,1.0,2.0,1.0,6.0,131.58,25.0,31.58,15.79
c8f5f961,Anuj Rawat,LA Orthodox,11,9.0,0.0,0.0,0.0,3.0,81.82,,27.27,0.0
c8f5f961,Anuj Rawat,Left-arm pace,14,6.0,1.0,0.0,0.0,7.0,42.86,6.0,50.0,0.0
c8f5f961,Anuj Rawat,Right-arm leg-spin,15,15.0,1.0,1.0,0.0,5.0,100.0,15.0,33.33,6.67
c8f5f961,Anuj Rawat,Right-arm pace,44,70.0,1.0,9.0,2.0,13.0,159.09,70.0,29.55,25.0
c8f5f961,Anuj Rawat,Wrist-spin,8,2.0,0.0,0.0,0.0,5.0,25.0,,62.5,0.0
12314277,Arshad Khan,Fast-Medium,19,39.0,0.0,4.0,3.0,6.0,205.26,,31.58,36.84
12314277,Arshad Khan,LA Orthodox,6,3.0,1.0,0.0,0.0,3.0,50.0,3.0,50.0,0.0
12314277,Arshad Khan,Left-arm orthodox,3,1.0,1.0,0.0,0.0,2.0,33.33,1.0,66.67,0.0
12314277,Arshad Khan,Left-arm pace,4,5.0,1.0,1.0,0.0,2.0,125.0,5.0,50.0,25.0
12314277,Arshad Khan,Right-arm pace,26,34.0,2.0,0.0,3.0,9.0,130.77,17.0,34.62,11.54
12314277,Arshad Khan,Wrist-spin,16,19.0,1.0,1.0,1.0,7.0,118.75,19.0,43.75,12.5
244048f6,Arshdeep Singh,Fast-Medium,4,5.0,1.0,1.0,0.0,2.0,125.0,5.0,50.0,25.0
244048f6,Arshdeep Singh,Right-arm pace,3,1.0,1.0,0.0,0.0,2.0,33.33,1.0,66.67,0.0
84d9c311,Ashutosh Sharma,Fast-Medium,62,119.0,3.0,8.0,8.0,10.0,191.94,39.67,16.13,25.81
84d9c311,Ashutosh Sharma,LA Orthodox,25,13.0,4.0,0.0,0.0,13.0,52.0,3.25,52.0,0.0
84d9c311,Ashutosh Sharma,Left-arm orthodox,3,8.0,0.0,0.0,1.0,0.0,266.67,,0.0,33.33
84d9c311,Ashutosh Sharma,Left-arm pace,16,35.0,1.0,2.0,3.0,4.0,218.75,35.0,25.0,31.25
84d9c311,Ashutosh Sharma,Right-arm leg-spin,28,54.0,1.0,3.0,5.0,8.0,192.86,54.0,28.57,28.57
84d9c311,Ashutosh Sharma,Right-arm off-spin,4,1.0,1.0,0.0,0.0,3.0,25.0,1.0,75.0,0.0
84d9c311,Ashutosh Sharma,Right-arm pace,61,93.0,3.0,8.0,5.0,19.0,152.46,31.0,31.15,21.31
84d9c311,Ashutosh Sharma,Wrist-spin,3,2.0,0.0,0.0,0.0,1.0,66.67,,33.33,0.0
1ac746c8,Atharva Taide,Fast-Medium,50,58.0,3.0,8.0,1.0,22.0,116.0,19.33,44.0,18.0
1ac746c8,Atharva Taide,LA Orthodox,17,23.0,1.0,3.0,0.0,4.0,135.29,23.0,23.53,17.65
1ac746c8,Atharva Taide,Left-arm orthodox,5,12.0,0.0,1.0,1.0,1.0,240.0,,20.0,40.0
1ac746c8,Atharva Taide,Left-arm pace,9,20.0,1.0,4.0,0.0,1.0,222.22,20.0,11.11,44.44
1ac746c8,Atharva Taide,Right-arm leg-spin,7,3.0,1.0,0.0,0.0,4.0,42.86,3.0,57.14,0.0
1ac746c8,Atharva Taide,Right-arm pace,48,84.0,0.0,7.0,5.0,14.0,175.0,,29.17,25.0
1ac746c8,Atharva Taide,Wrist-spin,8,7.0,0.0,0.0,0.0,2.0,87.5,,25.0,0.0
eef2536f,Avesh Khan,Fast-Medium,7,11.0,0.0,2.0,0.0,3.0,157.14,,42.86,28.57
eef2536f,Avesh Khan,Right-arm leg-spin,4,10.0,0.0,1.0,1.0,2.0,250.0,,50.0,50.0
eef2536f,Avesh Khan,Right-arm pace,7,10.0,1.0,1.0,0.0,1.0,142.86,10.0,14.29,14.29
8f6dd463,Azmatullah Omarzai,Fast-Medium,13,24.0,1.0,4.0,1.0,6.0,184.62,24.0,46.15,38.46
8f6dd463,Azmatullah Omarzai,LA Orthodox,17,12.0,2.0,0.0,1.0,11.0,70.59,6.0,64.71,5.88
8f6dd463,Azmatullah Omarzai,Left-arm pace,4,3.0,1.0,0.0,0.0,1.0,75.0,3.0,25.0,0.0
8f6dd463,Azmatullah Omarzai,Off-Spin/Leg-Spin,3,3.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0
8f6dd463,Azmatullah Omarzai,Right-arm leg-spin,7,16.0,0.0,0.0,2.0,1.0,228.57,,14.29,28.57
8f6dd463,Azmatullah Omarzai,Right-arm off-spin,2,5.0,0.0,1.0,0.0,0.0,250.0,,0.0,50.0
8f6dd463,Azmatullah Omarzai,Right-arm pace,11,16.0,2.0,2.0,0.0,2.0,145.45,8.0,18.18,18.18
8f6dd463,Azmatullah Omarzai,Wrist-spin,4,2.0,1.0,0.0,0.0,2.0,50.0,2.0,50.0,0.0
2e81a32d,B Kumar,Fast-Medium,24,19.0,2.0,1.0,0.0,11.0,79.17,9.5,45.83,4.17
2e81a32d,B Kumar,LA Orthodox,4,4.0,1.0,1.0,0.0,3.0,100.0,4.0,75.0,25.0
2e81a32d,B Kumar,Left-arm pace,10,11.0,2.0,1.0,0.0,4.0,110.0,5.5,40.0,10.0
2e81a32d,B Kumar,Right-arm leg-spin,17,12.0,1.0,1.0,0.0,9.0,70.59,12.0,52.94,5.88
2e81a32d,B Kumar,Right-arm off-spin,5,0.0,1.0,0.0,0.0,4.0,0.0,0.0,80.0,0.0
2e81a32d,B Kumar,Right-arm pace,21,18.0,1.0,3.0,0.0,13.0,85.71,18.0,61.9,14.29
2e81a32d,B Kumar,Wrist-spin,8,9.0,0.0,1.0,0.0,2.0,112.5,,25.0,12.5
d5130a30,B Sai Sudharsan,Fast-Medium,216,294.0,9.0,32.0,10.0,78.0,136.11,32.67,36.11,19.44
d5130a30,B Sai Sudharsan,LA Orthodox,121,207.0,2.0,21.0,6.0,22.0,171.07,103.5,18.18,22.31
d5130a30,B Sai Sudharsan,Left-arm orthodox,2,2.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0
d5130a30,B Sai Sudharsan,Left-arm pace,95,140.0,1.0,18.0,2.0,27.0,147.37,140.0,28.42,21.05
d5130a30,B Sai Sudharsan,Medium-Fast,7,13.0,0.0,2.0,0.0,1.0,185.71,,14.29,28.57
d5130a30,B Sai Sudharsan,Off-Spin/Leg-Spin,11,8.0,0.0,0.0,0.0,3.0,72.73,,27.27,0.0
d5130a30,B Sai Sudharsan,Right-arm leg-spin,87,131.0,2.0,11.0,4.0,19.0,150.57,65.5,21.84,17.24
d5130a30,B Sai Sudharsan,Right-arm off-spin,50,76.0,1.0,7.0,2.0,8.0,152.0,76.0,16.0,18.0
d5130a30,B Sai Sudharsan,Right-arm pace,281,414.0,8.0,45.0,13.0,86.0,147.33,51.75,30.6,20.64
d5130a30,B Sai Sudharsan,Wrist-spin,34,42.0,1.0,2.0,1.0,7.0,123.53,42.0,20.59,8.82
e087956b,BA Stokes,Fast-Medium,8,8.0,1.0,1.0,0.0,3.0,100.0,8.0,37.5,12.5
e087956b,BA Stokes,Right-arm leg-spin,6,7.0,1.0,1.0,0.0,2.0,116.67,7.0,33.33,16.67
5d1e7582,BKG Mendis,Fast-Medium,6,19.0,0.0,1.0,2.0,1.0,316.67,,16.67,50.0
5d1e7582,BKG Mendis,LA Orthodox,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0
5d1e7582,BKG Mendis,Right-arm pace,2,0.0,0.0,0.0,0.0,2.0,0.0,,100.0,0.0
c2dd89ea,BR Sharath,LA Orthodox,2,1.0,1.0,0.0,0.0,1.0,50.0,1.0,50.0,0.0
c2dd89ea,BR Sharath,Right-arm leg-spin,3,1.0,0.0,0.0,0.0,2.0,33.33,,66.67,0.0
172dff15,C Bosch,Fast-Medium,19,29.0,2.0,2.0,2.0,7.0,152.63,14.5,36.84,21.05
172dff15,C Bosch,Right-arm leg-spin,8,15.0,0.0,1.0,1.0,2.0,187.5,,25.0,25.0
eaa76d3c,C Green,Fast-Medium,81,131.0,3.0,18.0,3.0,24.0,161.73,43.67,29.63,25.93
eaa76d3c,C Green,LA Orthodox,47,55.0,1.0,6.0,1.0,18.0,117.02,55.0,38.3,14.89
eaa76d3c,C Green,Left-arm orthodox,2,2.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0
eaa76d3c,C Green,Left-arm pace,42,75.0,2.0,10.0,1.0,7.0,178.57,37.5,16.67,26.19
eaa76d3c,C Green,Off-Spin/Leg-Spin,12,12.0,0.0,0.0,0.0,2.0,100.0,,16.67,0.0
eaa76d3c,C Green,Right-arm leg-spin,56,79.0,0.0,5.0,3.0,12.0,141.07,,21.43,14.29
eaa76d3c,C Green,Right-arm off-spin,20,38.0,1.0,3.0,3.0,8.0,190.0,38.0,40.0,30.0
eaa76d3c,C Green,Right-arm pace,86,152.0,5.0,12.0,9.0,19.0,176.74,30.4,22.09,24.42
eaa76d3c,C Green,Wrist-spin,29,55.0,1.0,0.0,6.0,10.0,189.66,55.0,34.48,20.69
ffe699c0,CJ Jordan,Fast-Medium,5,2.0,1.0,0.0,0.0,3.0,40.0,2.0,60.0,0.0
ffe699c0,CJ Jordan,Right-arm leg-spin,3,2.0,0.0,0.0,0.0,1.0,66.67,,33.33,0.0
5b7ab5a9,CV Varun,Left-arm pace,1,1.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0
5b7ab5a9,CV Varun,Right-arm pace,3,0.0,0.0,0.0,0.0,3.0,0.0,,100.0,0.0
5b7ab5a9,CV Varun,Wrist-spin,3,1.0,0.0,0.0,0.0,2.0,33.33,,66.67,0.0
844e79d1,D Brevis,Fast-Medium,50,102.0,4.0,8.0,8.0,15.0,204.0,25.5,30.0,32.0
844e79d1,D Brevis,LA Orthodox,22,21.0,0.0,0.0,2.0,11.0,95.45,,50.0,9.09
844e79d1,D Brevis,Left-arm pace,8,8.0,0.0,1.0,0.0,3.0,100.0,,37.5,12.5
844e79d1,D Brevis,Off-Spin/Left-Arm Orthodox,10,22.0,0.0,0.0,3.0,3.0,220.0,,30.0,30.0
844e79d1,D Brevis,Right-arm leg-spin,34,46.0,0.0,1.0,3.0,10.0,135.29,,29.41,11.76
844e79d1,D Brevis,Right-arm off-spin,25,38.0,1.0,3.0,2.0,9.0,152.0,38.0,36.0,20.0
844e79d1,D Brevis,Right-arm pace,9,11.0,1.0,0.0,1.0,3.0,122.22,11.0,33.33,11.11
f0af99a7,D Ferreira,Fast-Medium,8,6.0,1.0,0.0,0.0,2.0,75.0,6.0,25.0,0.0
f0af99a7,D Ferreira,Right-arm leg-spin,3,1.0,0.0,0.0,0.0,2.0,33.33,,66.67,0.0
f0af99a7,D Ferreira,Right-arm pace,2,2.0,1.0,0.0,0.0,1.0,100.0,2.0,50.0,0.0
f0af99a7,D Ferreira,Wrist-spin,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0
2c25d4f5,D Padikkal,Fast-Medium,104,126.0,7.0,12.0,8.0,55.0,121.15,18.0,52.88,19.23
2c25d4f5,D Padikkal,LA Orthodox,34,38.0,3.0,4.0,1.0,15.0,111.76,12.67,44.12,14.71
2c25d4f5,D Padikkal,Left-arm pace,20,31.0,1.0,2.0,2.0,7.0,155.0,31.0,35.0,20.0
